"Segreteria";"Delegazione";"Provincia";"Comune";"Pop istat";"Attivi";"Non attivi";"Donatori"
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI BIELLA";"BI";"ZUBIENA";1268;5;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI BIELLA";"BI";"ZUMAGLIA";1127;0;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"ALFIANO NATTA";768;2;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"ALTAVILLA MONFERRATO";513;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"BALZOLA";1442;1;3;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"BORGO SAN MARTINO";1436;4;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"BOZZOLE";329;0;3;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"CAMAGNA MONFERRATO";538;1;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"CAMINO";806;3;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"CASALE MONFERRATO";35993;205;113;2
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"CASTELLETTO MERLI";499;1;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"CASTELLETTO MONFERRATO";1570;6;5;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"CELLA MONTE";523;16;3;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"CERESETO";472;1;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"CERRINA MONFERRATO";1552;9;0;1
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"CONIOLO";479;1;6;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"CONZANO";1020;3;3;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"CUCCARO MONFERRATO";354;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"FRASSINELLO MONFERRATO";559;2;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"FRASSINETO PO";1464;7;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"GABIANO";1244;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"GIAROLE";723;5;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"LU";1186;8;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"MIRABELLO MONFERRATO";1379;4;0;2
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"MOMBELLO MONFERRATO";1108;1;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"MONCESTINO";244;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"MORANO SUL PO";1538;0;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"MURISENGO";1482;2;3;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"OCCIMIANO";1389;3;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"ODALENGO GRANDE";521;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"ODALENGO PICCOLO";259;5;3;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"OLIVOLA";131;0;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"OTTIGLIO";687;0;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"OZZANO MONFERRATO";1525;8;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"POMARO MONFERRATO";387;1;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"PONTESTURA";1465;6;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"PONZANO MONFERRATO";387;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"ROSIGNANO MONFERRATO";1704;15;8;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"SALA MONFERRATO";394;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"SAN GIORGIO MONFERRATO";1283;7;6;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"SAN SALVATORE MONFERRATO";4504;14;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"SERRALUNGA DI CREA";588;1;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"SOLONGHELLO";239;2;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"TERRUGGIA";880;17;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"TICINETO";1429;2;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"TREVILLE";281;2;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"VALENZA";20163;67;51;1
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"VALMACCA";1088;2;5;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"VIGNALE MONFERRATO";1101;4;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"VILLADEATI";517;3;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"VILLAMIROGLIO";337;0;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CASALE MONFERRATO";"AL";"VILLANOVA MONFERRATO";1877;5;10;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"AISONE";257;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ALBA";31272;129;80;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ALBARETTO DELLA TORRE";253;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ALTO";125;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ARGENTERA";84;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ARGUELLO";192;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BAGNASCO";1042;4;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BALDISSERO D ALBA";1071;0;5;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BARBARESCO";688;0;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BAROLO";743;3;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BASTIA MONDOVI";639;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BATTIFOLLO";243;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BEINETTE";3080;10;9;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BELVEDERE LANGHE";384;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BENEVELLO";472;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BERGOLO";71;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BONVICINO";118;2;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BORGO SAN DALMAZZO";12393;55;28;4
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BORGOMALE";397;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BOSIA";189;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BOSSOLASCO";704;4;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BOVES";9882;34;20;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BRA";29796;110;57;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"BRIAGLIA";325;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CAMERANA";679;4;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CAMO";212;8;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CANALE";5745;10;7;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CAPRAUNA";122;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CARRU";4393;2;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CASTAGNITO";2128;6;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CASTELLETTO STURA";1309;5;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CASTELLETTO UZZONE";375;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CASTELLINALDO";913;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CASTELLINO TANARO";339;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CASTELNUOVO DI CEVA";130;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CASTIGLIONE FALLETTO";709;3;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CASTIGLIONE TINELLA";870;0;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CASTINO";520;7;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CENTALLO";6765;26;13;1
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CERESOLE ALBA";2172;7;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CERRETO LANGHE";460;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CEVA";5910;7;5;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CHERASCO";8428;56;28;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CHIUSA DI PESIO";3787;6;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CIGLIE";197;1;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CISSONE";82;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CLAVESANA";887;1;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CORNELIANO D ALBA";2070;3;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CORTEMILIA";2488;3;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"COSSANO BELBO";1044;2;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CRAVANZANA";394;5;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"CUNEO";55464;400;222;7
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"DEMONTE";2046;4;6;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"DIANO D ALBA";3368;13;11;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"DOGLIANI";4799;9;6;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ENTRACQUE";862;2;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"FARIGLIANO";1754;4;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"FEISOGLIO";352;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"FRABOSA SOPRANA";822;0;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"FRABOSA SOTTANA";1556;2;6;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"GAIOLA";571;10;8;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"GARESSIO";3439;0;5;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"GORZEGNO";341;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"GOTTASECCA";185;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"GOVONE";2110;2;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"GRINZANE CAVOUR";1873;4;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"GUARENE";3409;10;7;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"IGLIANO";87;0;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"LA MORRA";2765;11;6;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"LEQUIO BERRIA";515;1;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"LESEGNO";862;0;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"LEVICE";241;0;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"LIMONE PIEMONTE";1541;10;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"LISIO";226;2;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MAGLIANO ALFIERI";1933;3;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MAGLIANO ALPI";2205;2;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MANGO";1338;3;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MARGARITA";1426;0;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MARSAGLIA";299;5;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"SV";"MASSIMINO";129;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MOIOLA";271;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MOMBARCARO";276;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MOMBASIGLIO";623;2;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONASTERO DI VASCO";1322;7;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONASTEROLO CASOTTO";113;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONCHIERO";588;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONDOVI";22642;58;41;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONESIGLIO";736;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONFORTE D ALBA";2075;1;3;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONTA";4641;6;5;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONTALDO DI MONDOVI";582;2;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONTALDO ROERO";877;2;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONTELUPO ALBESE";520;5;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONTEU ROERO";1671;4;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONTEZEMOLO";276;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MONTICELLO D ALBA";2201;2;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"MURAZZANO";873;0;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"NEIVE";3357;5;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"NEVIGLIE";428;1;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"NIELLA BELBO";409;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"NIELLA TANARO";1061;0;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"NOVELLO";1044;2;3;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"NUCETTO";446;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ORMEA";1804;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PAMPARATO";352;1;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PAROLDO";232;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PERLETTO";303;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PERLO";122;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PEVERAGNO";5437;23;11;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PEZZOLO VALLE UZZONE";356;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PIANFEI";2191;9;2;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PIETRAPORZIO";93;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PIOBESI D ALBA";1279;8;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PIOZZO";1020;7;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"POCAPAGLIA";3209;11;3;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PRIERO";496;0;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PRIOCCA";1960;4;6;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PRIOLA";753;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"PRUNETTO";483;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"RITTANA";145;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ROASCHIA";157;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ROASCIO";84;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ROBILANTE";2420;4;4;2
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ROBURENT";553;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ROCCA CIGLIE";158;2;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ROCCA DE BALDI";1680;4;1;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ROCCAFORTE MONDOVI";2134;0;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ROCCASPARVERA";733;3;3;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ROCCAVIONE";2884;2;3;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"ROCCHETTA BELBO";180;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"RODDI";1544;0;3;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"RODDINO";392;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"RODELLO";1002;8;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"SALE DELLE LANGHE";525;4;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"SALE SAN GIOVANNI";187;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"SALICETO";1420;5;14;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"SAMBUCO";94;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"SAN BENEDETTO BELBO";194;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"SAN MICHELE MONDOVI";2071;1;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"SANFRE";2862;1;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"SANTA VITTORIA D ALBA";2746;2;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"SANTO STEFANO BELBO";4114;5;5;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"SANTO STEFANO ROERO";1425;2;4;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"SCAGNELLO";214;0;0;0
"DIREZIONE REGIONALE FAI PIEMONTE";"DELEGAZIONE FAI DI CUNEO";"CN";"SERRALUNGA D ALBA";527;0;2;0
